Model,TargetType,SalePrice,PredictedPrice,Residual,PercentError,AbsolutePercentError,Neighborhood,OverallQual,TotalSF,HasGarage
Ridge,Actual,187500,220510.24917084127,-33010.24917084127,-0.17605466224448676,0.17605466224448676,Timber,7,2873,1
Ridge,Log,187500,207451.6198113773,-19951.619811377313,-0.10640863899401234,0.10640863899401234,Timber,7,2873,1
Lasso,Actual,187500,221281.13559127244,-33781.13559127244,-0.18016605648678635,0.18016605648678635,Timber,7,2873,1
Lasso,Log,187500,203859.47709941916,-16359.477099419164,-0.08725054453023554,0.08725054453023554,Timber,7,2873,1
Ridge,Actual,178000,185995.7979376126,-7995.797937612602,-0.04492021313265507,0.04492021313265507,Gilbert,6,2401,1
Ridge,Log,178000,180464.3903971701,-2464.390397170093,-0.013844889871742094,0.013844889871742094,Gilbert,6,2401,1
Lasso,Actual,178000,184788.49069799428,-6788.490697994275,-0.03813758819097907,0.03813758819097907,Gilbert,6,2401,1
Lasso,Log,178000,179676.59462857305,-1676.594628573046,-0.009419070947039584,0.009419070947039584,Gilbert,6,2401,1
Ridge,Actual,118500,125505.1987156154,-7005.198715615406,-0.05911560097565744,0.05911560097565744,SWISU,4,2544,1
Ridge,Log,118500,121829.46093359044,-3329.460933590439,-0.02809671673915982,0.02809671673915982,SWISU,4,2544,1
Lasso,Actual,118500,120625.26427068497,-2125.264270684973,-0.017934719583839433,0.017934719583839433,SWISU,4,2544,1
Lasso,Log,118500,116827.11783651683,1672.8821634831693,0.014117149058929699,0.014117149058929699,SWISU,4,2544,1
Ridge,Actual,100000,98059.49737408079,1940.502625919209,0.01940502625919209,0.01940502625919209,NAmes,5,1784,1
Ridge,Log,100000,108585.56475808308,-8585.564758083085,-0.08585564758083085,0.08585564758083085,NAmes,5,1784,1
Lasso,Actual,100000,101580.91003988108,-1580.9100398810842,-0.01580910039881084,0.01580910039881084,NAmes,5,1784,1
Lasso,Log,100000,110195.77547083516,-10195.775470835157,-0.10195775470835157,0.10195775470835157,NAmes,5,1784,1
Ridge,Actual,328900,253488.26477672276,75411.73522327724,0.22928469207442154,0.22928469207442154,Somerst,9,3407,1
Ridge,Log,328900,244442.15374850843,84457.84625149157,0.2567888301960826,0.2567888301960826,Somerst,9,3407,1
Lasso,Actual,328900,262097.89147578506,66802.10852421494,0.20310765741628137,0.20310765741628137,Somerst,9,3407,1
Lasso,Log,328900,252283.35556885126,76616.64443114874,0.23294814360337107,0.23294814360337107,Somerst,9,3407,1
Ridge,Actual,145000,163052.5998751968,-18052.599875196815,-0.12450068879446079,0.12450068879446079,NAmes,5,3338,1
Ridge,Log,145000,155187.7891862996,-10187.789186299604,-0.0702606150779283,0.0702606150779283,NAmes,5,3338,1
Lasso,Actual,145000,158718.99271435177,-13718.99271435177,-0.09461374285759842,0.09461374285759842,NAmes,5,3338,1
Lasso,Log,145000,150655.52736726857,-5655.527367268573,-0.039003637015645326,0.039003637015645326,NAmes,5,3338,1
Ridge,Actual,135500,143955.40255062206,-8455.402550622064,-0.06240149483853922,0.06240149483853922,Edwards,5,2209,1
Ridge,Log,135500,140547.0344829037,-5047.034482903691,-0.037247486958698825,0.037247486958698825,Edwards,5,2209,1
Lasso,Actual,135500,137637.23187947256,-2137.231879472558,-0.015772928999797476,0.015772928999797476,Edwards,5,2209,1
Lasso,Log,135500,136679.08644967253,-1179.0864496725262,-0.008701745016033404,0.008701745016033404,Edwards,5,2209,1
Ridge,Actual,268000,272478.9521936724,-4478.9521936724195,-0.016712508185344848,0.016712508185344848,NAmes,8,4434,1
Ridge,Log,268000,281984.0153875797,-13984.015387579682,-0.05217916189395404,0.05217916189395404,NAmes,8,4434,1
Lasso,Actual,268000,274728.91709152586,-6728.917091525858,-0.02510789959524574,0.02510789959524574,NAmes,8,4434,1
Lasso,Log,268000,279223.6670620253,-11223.667062025284,-0.04187935470904957,0.04187935470904957,NAmes,8,4434,1
Ridge,Actual,149500,182289.2890670654,-32789.2890670654,-0.21932634827468497,0.21932634827468497,NAmes,6,3010,1
Ridge,Log,149500,156366.91537489038,-6866.915374890377,-0.04593254431364801,0.04593254431364801,NAmes,6,3010,1
Lasso,Actual,149500,185342.65656936265,-35842.65656936265,-0.23975021116630532,0.23975021116630532,NAmes,6,3010,1
Lasso,Log,149500,160152.64075112034,-10652.640751120343,-0.07125512208107253,0.07125512208107253,NAmes,6,3010,1
Ridge,Actual,122900,131522.31844752902,-8622.318447529018,-0.07015718834441838,0.07015718834441838,NAmes,5,1596,1
Ridge,Log,122900,135440.1305279562,-12540.130527956208,-0.10203523619166971,0.10203523619166971,NAmes,5,1596,1
Lasso,Actual,122900,125598.79572695216,-2698.7957269521576,-0.02195928174900047,0.02195928174900047,NAmes,5,1596,1
Lasso,Log,122900,133904.1592724477,-11004.159272447694,-0.08953750425099832,0.08953750425099832,NAmes,5,1596,1
Ridge,Actual,172500,185457.4048090973,-12957.404809097294,-0.07511539019766547,0.07511539019766547,Sawyer,6,2601,1
Ridge,Log,172500,173987.22954788918,-1487.2295478891756,-0.008621620567473481,0.008621620567473481,Sawyer,6,2601,1
Lasso,Actual,172500,185015.01894872985,-12515.018948729848,-0.07255083448539043,0.07255083448539043,Sawyer,6,2601,1
Lasso,Log,172500,173188.23221419886,-688.2322141988552,-0.0039897519663701754,0.0039897519663701754,Sawyer,6,2601,1
Ridge,Actual,154500,147327.87498147466,7172.125018525345,0.04642152115550385,0.04642152115550385,Sawyer,6,2127,1
Ridge,Log,154500,152034.86251910083,2465.1374808991677,0.015955582400641863,0.015955582400641863,Sawyer,6,2127,1
Lasso,Actual,154500,151284.0891873406,3215.910812659393,0.020814956716242027,0.020814956716242027,Sawyer,6,2127,1
Lasso,Log,154500,150426.7449553728,4073.255044627207,0.026364110321211696,0.026364110321211696,Sawyer,6,2127,1
Ridge,Actual,165000,155666.01537618446,9333.984623815544,0.056569603780700264,0.056569603780700264,Sawyer,5,2766,1
Ridge,Log,165000,143884.38669015642,21115.613309843582,0.12797341399905202,0.12797341399905202,Sawyer,5,2766,1
Lasso,Actual,165000,153865.584696726,11134.415303274,0.06748130486832728,0.06748130486832728,Sawyer,5,2766,1
Lasso,Log,165000,142387.4530117577,22612.546988242306,0.13704573932268063,0.13704573932268063,Sawyer,5,2766,1
Ridge,Actual,118858,120319.1101840908,-1461.110184090794,-0.01229290568654019,0.01229290568654019,SawyerW,5,1535,1
Ridge,Log,118858,123180.13068277153,-4322.130682771531,-0.03636381802463049,0.03636381802463049,SawyerW,5,1535,1
Lasso,Actual,118858,126175.06417594172,-7317.064175941719,-0.06156139406637937,0.06156139406637937,SawyerW,5,1535,1
Lasso,Log,118858,129530.43785535473,-10672.437855354729,-0.08979149788280745,0.08979149788280745,SawyerW,5,1535,1
Ridge,Actual,140000,185358.38851052758,-45358.388510527584,-0.3239884893609113,0.3239884893609113,NAmes,6,2576,1
Ridge,Log,140000,168336.97940282035,-28336.979402820347,-0.20240699573443105,0.20240699573443105,NAmes,6,2576,1
Lasso,Actual,140000,189450.86934096913,-49450.86934096913,-0.35322049529263666,0.35322049529263666,NAmes,6,2576,1
Lasso,Log,140000,170576.99434207595,-30576.994342075952,-0.21840710244339967,0.21840710244339967,NAmes,6,2576,1
Ridge,Actual,106500,86379.8461149867,20120.153885013293,0.1889216327231295,0.1889216327231295,IDOTRR,4,1902,1
Ridge,Log,106500,98209.86839961346,8290.131600386536,0.07784161127123508,0.07784161127123508,IDOTRR,4,1902,1
Lasso,Actual,106500,80912.82865577994,25587.171344220056,0.2402551299926766,0.2402551299926766,IDOTRR,4,1902,1
Lasso,Log,106500,97055.80166961534,9444.198330384665,0.08867791859516116,0.08867791859516116,IDOTRR,4,1902,1
Ridge,Actual,142953,160365.3795855202,-17412.37958552019,-0.12180492599329983,0.12180492599329983,SawyerW,5,2240,1
Ridge,Log,142953,148706.5102642715,-5753.510264271492,-0.040247565733293404,0.040247565733293404,SawyerW,5,2240,1
Lasso,Actual,142953,161786.17915792263,-18833.179157922626,-0.1317438539794382,0.1317438539794382,SawyerW,5,2240,1
Lasso,Log,142953,155387.3715039418,-12434.371503941802,-0.08698223544760728,0.08698223544760728,SawyerW,5,2240,1
Ridge,Actual,611657,377964.35106249526,233692.64893750474,0.3820648646831553,0.3820648646831553,NridgHt,9,4694,1
Ridge,Log,611657,406229.13806478714,205427.86193521286,0.3358546733466843,0.3358546733466843,NridgHt,9,4694,1
Lasso,Actual,611657,372503.9674731292,239153.03252687078,0.3909920634062404,0.3909920634062404,NridgHt,9,4694,1
Lasso,Log,611657,396530.25088496634,215126.74911503366,0.35171141524585453,0.35171141524585453,NridgHt,9,4694,1
Ridge,Actual,135000,133674.99852631261,1325.0014736873854,0.00981482573101767,0.00981482573101767,Sawyer,5,2148,1
Ridge,Log,135000,138951.73299378259,-3951.7329937825853,-0.029272096250241374,0.029272096250241374,Sawyer,5,2148,1
Lasso,Actual,135000,132322.40882888265,2677.591171117354,0.019834008674943362,0.019834008674943362,Sawyer,5,2148,1
Lasso,Log,135000,137791.22369226508,-2791.2236922650773,-0.020675731053815385,0.020675731053815385,Sawyer,5,2148,1
Ridge,Actual,110000,95357.22730464424,14642.772695355758,0.13311611541232507,0.13311611541232507,NAmes,4,1716,1
Ridge,Log,110000,107067.73637932363,2932.263620676371,0.026656942006148827,0.026656942006148827,NAmes,4,1716,1
Lasso,Actual,110000,86061.46013392496,23938.539866075036,0.21762308969159125,0.21762308969159125,NAmes,4,1716,1
Lasso,Log,110000,104949.08132047,5050.918679530005,0.04591744254118186,0.04591744254118186,NAmes,4,1716,1
Ridge,Actual,153000,154106.83144408016,-1106.8314440801623,-0.007234192444968381,0.007234192444968381,NAmes,5,2298,1
Ridge,Log,153000,144640.21909218206,8359.780907817942,0.05463909090077086,0.05463909090077086,NAmes,5,2298,1
Lasso,Actual,153000,147787.2366898157,5212.763310184295,0.03407034843257709,0.03407034843257709,NAmes,5,2298,1
Lasso,Log,153000,141588.5074432398,11411.492556760204,0.07458491867163532,0.07458491867163532,NAmes,5,2298,1
Ridge,Actual,180000,199510.90099531127,-19510.90099531127,-0.10839389441839593,0.10839389441839593,Gilbert,7,2292,1
Ridge,Log,180000,197014.75416676406,-17014.75416676406,-0.09452641203757813,0.09452641203757813,Gilbert,7,2292,1
Lasso,Actual,180000,200449.9127931233,-20449.91279312331,-0.11361062662846283,0.11361062662846283,Gilbert,7,2292,1
Lasso,Log,180000,195926.60598387034,-15926.605983870337,-0.0884811443548352,0.0884811443548352,Gilbert,7,2292,1
Ridge,Actual,240000,242534.24189659173,-2534.2418965917313,-0.01055934123579888,0.01055934123579888,Gilbert,7,3340,1
Ridge,Log,240000,239708.6556633413,291.3443366586871,0.001213934736077863,0.001213934736077863,Gilbert,7,3340,1
Lasso,Actual,240000,240529.26628676528,-529.2662867652834,-0.0022052761948553475,0.0022052761948553475,Gilbert,7,3340,1
Lasso,Log,240000,238263.9993168697,1736.000683130289,0.007233336179709537,0.007233336179709537,Gilbert,7,3340,1
Ridge,Actual,125500,107896.45455210927,17603.545447890734,0.14026729440550387,0.14026729440550387,Sawyer,5,1778,1
Ridge,Log,125500,115844.04143018671,9655.958569813287,0.07693990892281503,0.07693990892281503,Sawyer,5,1778,1
Lasso,Actual,125500,108535.38298423946,16964.617015760537,0.1351762312012792,0.1351762312012792,Sawyer,5,1778,1
Lasso,Log,125500,115834.68993369665,9665.310066303355,0.07701442283907056,0.07701442283907056,Sawyer,5,1778,1
Ridge,Actual,128000,113208.76532426159,14791.234675738408,0.1155565209042063,0.1155565209042063,NAmes,5,2119,1
Ridge,Log,128000,116609.25909170638,11390.740908293621,0.08899016334604391,0.08899016334604391,NAmes,5,2119,1
Lasso,Actual,128000,116788.3533539889,11211.646646011097,0.0875909894219617,0.0875909894219617,NAmes,5,2119,1
Lasso,Log,128000,117644.0401271292,10355.959872870793,0.08090593650680307,0.08090593650680307,NAmes,5,2119,1
Ridge,Actual,255000,267202.10061317997,-12202.100613179966,-0.04785137495364693,0.04785137495364693,Somerst,8,3259,1
Ridge,Log,255000,268699.085626314,-13699.085626313987,-0.05372190441691759,0.05372190441691759,Somerst,8,3259,1
Lasso,Actual,255000,268520.45005783613,-13520.450057836133,-0.053021372775827975,0.053021372775827975,Somerst,8,3259,1
Lasso,Log,255000,273025.1287428043,-18025.128742804285,-0.07068677938354621,0.07068677938354621,Somerst,8,3259,1
Ridge,Actual,250000,197546.60851553522,52453.39148446478,0.20981356593785913,0.20981356593785913,Crawfor,7,3074,1
Ridge,Log,250000,186366.7098239287,63633.290176071314,0.2545331607042853,0.2545331607042853,Crawfor,7,3074,1
Lasso,Actual,250000,204719.9404647152,45280.05953528479,0.18112023814113914,0.18112023814113914,Crawfor,7,3074,1
Lasso,Log,250000,189544.97951606938,60455.020483930624,0.2418200819357225,0.2418200819357225,Crawfor,7,3074,1
Ridge,Actual,131000,138371.84237749863,-7371.8423774986295,-0.05627360593510404,0.05627360593510404,Mitchel,5,1766,1
Ridge,Log,131000,136658.47542428892,-5658.475424288918,-0.04319446888770166,0.04319446888770166,Mitchel,5,1766,1
Lasso,Actual,131000,139623.0267031429,-8623.02670314291,-0.0658246313217016,0.0658246313217016,Mitchel,5,1766,1
Lasso,Log,131000,137594.13166824766,-6594.131668247661,-0.0503368829637226,0.0503368829637226,Mitchel,5,1766,1
Ridge,Actual,174000,180006.94197586714,-6006.941975867143,-0.034522655033719214,0.034522655033719214,Gilbert,6,2226,1
Ridge,Log,174000,177810.85766819434,-3810.8576681943377,-0.021901480851691597,0.021901480851691597,Gilbert,6,2226,1
Lasso,Actual,174000,180421.60526940945,-6421.605269409454,-0.03690577741039916,0.03690577741039916,Gilbert,6,2226,1
Lasso,Log,174000,181143.61511678016,-7143.615116780158,-0.041055259291839986,0.041055259291839986,Gilbert,6,2226,1
Ridge,Actual,154300,170413.2919558251,-16113.291955825087,-0.10442833412718786,0.10442833412718786,NAmes,5,3379,1
Ridge,Log,154300,149792.7920964627,4507.207903537288,0.029210679867383592,0.029210679867383592,NAmes,5,3379,1
Lasso,Actual,154300,173452.01501724627,-19152.015017246275,-0.12412193789530962,0.12412193789530962,NAmes,5,3379,1
Lasso,Log,154300,155331.46001135575,-1031.4600113557535,-0.006684770002305596,0.006684770002305596,NAmes,5,3379,1
Ridge,Actual,143500,135098.31343321322,8401.686566786782,0.05854833844450719,0.05854833844450719,CollgCr,5,2536,1
Ridge,Log,143500,141121.33988456367,2378.6601154363307,0.01657602867899882,0.01657602867899882,CollgCr,5,2536,1
Lasso,Actual,143500,133559.59266792392,9940.40733207608,0.06927113123397965,0.06927113123397965,CollgCr,5,2536,1
Lasso,Log,143500,139695.37149714373,3804.6285028562706,0.026513090612238818,0.026513090612238818,CollgCr,5,2536,1
Ridge,Actual,88000,104494.69692970885,-16494.69692970885,-0.18743973783760057,0.18743973783760057,BrkSide,5,1783,1
Ridge,Log,88000,113698.32303570947,-25698.323035709473,-0.2920263981330622,0.2920263981330622,BrkSide,5,1783,1
Lasso,Actual,88000,102623.26243877503,-14623.262438775026,-0.16617343680426166,0.16617343680426166,BrkSide,5,1783,1
Lasso,Log,88000,110281.82120211398,-22281.821202113977,-0.2532025136603861,0.2532025136603861,BrkSide,5,1783,1
Ridge,Actual,145000,152358.68397693138,-7358.683976931381,-0.05074954466849228,0.05074954466849228,Crawfor,5,3003,1
Ridge,Log,145000,145013.89502531503,-13.895025315025123,-9.582776079327671e-05,9.582776079327671e-05,Crawfor,5,3003,1
Lasso,Actual,145000,157141.920811469,-12141.920811468997,-0.08373738490668274,0.08373738490668274,Crawfor,5,3003,1
Lasso,Log,145000,151322.27829665193,-6322.27829665193,-0.04360191928725469,0.04360191928725469,Crawfor,5,3003,1
Ridge,Actual,173733,150062.30076464248,23670.69923535752,0.13624757090108108,0.13624757090108108,Somerst,6,1836,1
Ridge,Log,173733,148248.80598023086,25484.194019769144,0.14668597226646143,0.14668597226646143,Somerst,6,1836,1
Lasso,Actual,173733,148127.54033200425,25605.459667995747,0.14738397234834918,0.14738397234834918,Somerst,6,1836,1
Lasso,Log,173733,148377.39394132147,25355.60605867853,0.1459458252529947,0.1459458252529947,Somerst,6,1836,1
Ridge,Actual,75000,74950.50193701992,49.498062980084796,0.0006599741730677973,0.0006599741730677973,MeadowV,4,1638,1
Ridge,Log,75000,98335.76941832868,-23335.76941832868,-0.3111435922443824,0.3111435922443824,MeadowV,4,1638,1
Lasso,Actual,75000,67854.39972866402,7145.600271335978,0.0952746702844797,0.0952746702844797,MeadowV,4,1638,1
Lasso,Log,75000,96555.82772064023,-21555.827720640227,-0.28741103627520304,0.28741103627520304,MeadowV,4,1638,1
Ridge,Actual,35311,27069.11347853337,8241.88652146663,0.2334084710562326,0.2334084710562326,IDOTRR,2,960,1
Ridge,Log,35311,69695.84896924732,-34384.84896924732,-0.9737716000466519,0.9737716000466519,IDOTRR,2,960,1
Lasso,Actual,35311,21655.159342450934,13655.840657549066,0.3867304992084355,0.3867304992084355,IDOTRR,2,960,1
Lasso,Log,35311,69433.36442889775,-34122.36442889775,-0.9663380937639192,0.9663380937639192,IDOTRR,2,960,1
Ridge,Actual,135000,108851.17702622803,26148.822973771967,0.19369498499090346,0.19369498499090346,Edwards,4,2363,1
Ridge,Log,135000,112142.140317215,22857.859682784998,0.16931747913174072,0.16931747913174072,Edwards,4,2363,1
Lasso,Actual,135000,106711.3552411118,28288.6447588882,0.20954551673250518,0.20954551673250518,Edwards,4,2363,1
Lasso,Log,135000,111805.2193503416,23194.780649658394,0.17181318999746958,0.17181318999746958,Edwards,4,2363,1
Ridge,Actual,238000,244706.0074317579,-6706.007431757898,-0.028176501814108815,0.028176501814108815,SawyerW,7,3231,1
Ridge,Log,238000,251068.9525617505,-13068.952561750513,-0.05491156538550636,0.05491156538550636,SawyerW,7,3231,1
Lasso,Actual,238000,246302.70435474216,-8302.704354742164,-0.03488531241488304,0.03488531241488304,SawyerW,7,3231,1
Lasso,Log,238000,248916.65449603664,-10916.654496036645,-0.04586829620183464,0.04586829620183464,SawyerW,7,3231,1
Ridge,Actual,176500,201352.03262858684,-24852.032628586836,-0.14080471744241832,0.14080471744241832,NAmes,6,2598,1
Ridge,Log,176500,199237.59366843905,-22737.593668439047,-0.12882489330560368,0.12882489330560368,NAmes,6,2598,1
Lasso,Actual,176500,199247.3056862003,-22747.3056862003,-0.1288799189019847,0.1288799189019847,NAmes,6,2598,1
Lasso,Log,176500,197582.4593267684,-21082.45932676841,-0.1194473616247502,0.1194473616247502,NAmes,6,2598,1
Ridge,Actual,201000,194603.37893548358,6396.621064516425,0.031823985395604104,0.031823985395604104,SawyerW,6,2649,1
Ridge,Log,201000,183737.32501142635,17262.67498857365,0.08588395516703308,0.08588395516703308,SawyerW,6,2649,1
Lasso,Actual,201000,195083.95810938676,5916.04189061324,0.029433044231906666,0.029433044231906666,SawyerW,6,2649,1
Lasso,Log,201000,178312.1070442309,22687.892955769086,0.11287508933218451,0.11287508933218451,SawyerW,6,2649,1
Ridge,Actual,145900,172414.3845536295,-26514.384553629498,-0.18172984615236118,0.18172984615236118,Edwards,5,3472,0
Ridge,Log,145900,146656.12096813848,-756.1209681384789,-0.005182460371065654,0.005182460371065654,Edwards,5,3472,0
Lasso,Actual,145900,168900.47229881774,-23000.47229881774,-0.15764545783973774,0.15764545783973774,Edwards,5,3472,0
Lasso,Log,145900,142323.17005963906,3576.8299403609417,0.02451562673311132,0.02451562673311132,Edwards,5,3472,0
Ridge,Actual,169990,185698.36760743737,-15708.367607437365,-0.09240759813775731,0.09240759813775731,Gilbert,6,2632,1
Ridge,Log,169990,184852.44574562952,-14862.44574562952,-0.08743129446220084,0.08743129446220084,Gilbert,6,2632,1
Lasso,Actual,169990,182528.3332894218,-12538.333289421804,-0.07375924048133305,0.07375924048133305,Gilbert,6,2632,1
Lasso,Log,169990,182067.0170118341,-12077.017011834105,-0.07104545568465266,0.07104545568465266,Gilbert,6,2632,1
Ridge,Actual,193000,190187.8402962623,2812.159703737707,0.014570775667034751,0.014570775667034751,SawyerW,6,3221,1
Ridge,Log,193000,182735.5410222101,10264.45897778991,0.053183725273522844,0.053183725273522844,SawyerW,6,3221,1
Lasso,Actual,193000,186593.800707331,6406.1992926690145,0.03319274244906225,0.03319274244906225,SawyerW,6,3221,1
Lasso,Log,193000,182773.73734231375,10226.262657686253,0.05298581687920338,0.05298581687920338,SawyerW,6,3221,1
Ridge,Actual,207500,223575.09599993695,-16075.095999936952,-0.07747034216837086,0.07747034216837086,NWAmes,6,3372,1
Ridge,Log,207500,214935.94486393963,-7435.944863939629,-0.03583587886235966,0.03583587886235966,NWAmes,6,3372,1
Lasso,Actual,207500,217549.46363207995,-10049.463632079947,-0.04843115003412023,0.04843115003412023,NWAmes,6,3372,1
Lasso,Log,207500,208198.88831517275,-698.8883151727496,-0.0033681364586638533,0.0033681364586638533,NWAmes,6,3372,1
Ridge,Actual,175000,151663.85911283834,23336.14088716166,0.1333493764980666,0.1333493764980666,NWAmes,5,2252,1
Ridge,Log,175000,149534.90399271343,25465.09600728657,0.14551483432735182,0.14551483432735182,NWAmes,5,2252,1
Lasso,Actual,175000,148427.91127207218,26572.088727927825,0.15184050701673044,0.15184050701673044,NWAmes,5,2252,1
Lasso,Log,175000,144684.8143946852,30315.185605314793,0.17322963203037026,0.17322963203037026,NWAmes,5,2252,1
Ridge,Actual,285000,280622.4432140357,4377.556785964291,0.015359848371804529,0.015359848371804529,NridgHt,8,3555,1
Ridge,Log,285000,280766.9341401648,4233.065859835187,0.014852862666088377,0.014852862666088377,NridgHt,8,3555,1
Lasso,Actual,285000,284566.4800382473,433.51996175269596,0.001521122672816477,0.001521122672816477,NridgHt,8,3555,1
Lasso,Log,285000,286847.4383824446,-1847.4383824446122,-0.006482239938402148,0.006482239938402148,NridgHt,8,3555,1
Ridge,Actual,176000,211385.50386570737,-35385.503865707375,-0.20105399923697373,0.20105399923697373,NWAmes,7,2810,1
Ridge,Log,176000,191506.60110324487,-15506.601103244873,-0.0881056880866186,0.0881056880866186,NWAmes,7,2810,1
Lasso,Actual,176000,214633.23494862102,-38633.234948621015,-0.2195070167535285,0.2195070167535285,NWAmes,7,2810,1
Lasso,Log,176000,191505.62394076606,-15505.623940766061,-0.08810013602707989,0.08810013602707989,NWAmes,7,2810,1
Ridge,Actual,236500,241828.44094555953,-5328.4409455595305,-0.022530405689469474,0.022530405689469474,CollgCr,8,3541,1
Ridge,Log,236500,236739.93087653743,-239.93087653742987,-0.0010145068775367014,0.0010145068775367014,CollgCr,8,3541,1
Lasso,Actual,236500,246415.39073073457,-9915.390730734565,-0.04192554220183749,0.04192554220183749,CollgCr,8,3541,1
Lasso,Log,236500,241892.98221745525,-5392.982217455254,-0.022803307473383737,0.022803307473383737,CollgCr,8,3541,1
Ridge,Actual,222000,233862.55738363974,-11862.557383639738,-0.05343494316954837,0.05343494316954837,Gilbert,7,3200,1
Ridge,Log,222000,224597.42995817197,-2597.429958171968,-0.011700134946720576,0.011700134946720576,Gilbert,7,3200,1
Lasso,Actual,222000,232960.32248794928,-10960.322487949277,-0.049370822017789535,0.049370822017789535,Gilbert,7,3200,1
Lasso,Log,222000,223074.5859627358,-1074.5859627357859,-0.004840477309620657,0.004840477309620657,Gilbert,7,3200,1
Ridge,Actual,201000,231885.3566140341,-30885.3566140341,-0.15365849061708506,0.15365849061708506,Timber,8,2932,1
Ridge,Log,201000,225205.3487665447,-24205.34876654469,-0.12042462072907806,0.12042462072907806,Timber,8,2932,1
Lasso,Actual,201000,240366.9145338885,-39366.914533888514,-0.19585529618850006,0.19585529618850006,Timber,8,2932,1
Lasso,Log,201000,232946.32092984192,-31946.320929841924,-0.15893692004896479,0.15893692004896479,Timber,8,2932,1
Ridge,Actual,117500,105385.89599218674,12114.104007813265,0.10309875751330438,0.10309875751330438,NAmes,5,1850,1
Ridge,Log,117500,114591.78159546704,2908.218404532963,0.02475079493219543,0.02475079493219543,NAmes,5,1850,1
Lasso,Actual,117500,108086.9275200399,9413.072479960101,0.0801112551485966,0.0801112551485966,NAmes,5,1850,1
Lasso,Log,117500,114653.92894106047,2846.071058939531,0.02422188135267686,0.02422188135267686,NAmes,5,1850,1
Ridge,Actual,320000,287775.6951214089,32224.304878591094,0.10070095274559716,0.10070095274559716,Somerst,9,3810,1
Ridge,Log,320000,288086.1707218719,31913.829278128105,0.09973071649415033,0.09973071649415033,Somerst,9,3810,1
Lasso,Actual,320000,293045.9584019526,26954.04159804742,0.0842313799938982,0.0842313799938982,Somerst,9,3810,1
Lasso,Log,320000,296749.7506472653,23250.24935273471,0.07265702922729597,0.07265702922729597,Somerst,9,3810,1
Ridge,Actual,190000,209468.35896210466,-19468.358962104656,-0.10246504716897187,0.10246504716897187,CollgCr,7,3000,1
Ridge,Log,190000,195892.9350924354,-5892.935092435393,-0.03101544785492312,0.03101544785492312,CollgCr,7,3000,1
Lasso,Actual,190000,210453.14576954354,-20453.14576954354,-0.10764813562917652,0.10764813562917652,CollgCr,7,3000,1
Lasso,Log,190000,196890.86706271398,-6890.86706271398,-0.036267721382705155,0.036267721382705155,CollgCr,7,3000,1
Ridge,Actual,242000,215128.9074308267,26871.092569173314,0.11103757259988972,0.11103757259988972,NAmes,7,2654,1
Ridge,Log,242000,226097.0550937901,15902.944906209887,0.06571464837276812,0.06571464837276812,NAmes,7,2654,1
Lasso,Actual,242000,233048.55595326785,8951.444046732155,0.036989438209637,0.036989438209637,NAmes,7,2654,1
Lasso,Log,242000,240321.8665322599,1678.1334677400882,0.0069344358171078025,0.0069344358171078025,NAmes,7,2654,1
Ridge,Actual,79900,85277.32544758494,-5377.325447584939,-0.06730069396226457,0.06730069396226457,BrkSide,4,1347,1
Ridge,Log,79900,92992.27704687674,-13092.277046876741,-0.1638582859433885,0.1638582859433885,BrkSide,4,1347,1
Lasso,Actual,79900,80894.11542781007,-994.115427810073,-0.012441995341803166,0.012441995341803166,BrkSide,4,1347,1
Lasso,Log,79900,92359.58017066952,-12459.58017066952,-0.1559396767292806,0.1559396767292806,BrkSide,4,1347,1
Ridge,Actual,184900,201214.95571741002,-16314.95571741002,-0.0882366453077881,0.0882366453077881,SawyerW,7,2376,1
Ridge,Log,184900,189165.81692441888,-4265.816924418876,-0.02307094064044822,0.02307094064044822,SawyerW,7,2376,1
Lasso,Actual,184900,205410.61902283807,-20510.619022838073,-0.11092817210837248,0.11092817210837248,SawyerW,7,2376,1
Lasso,Log,184900,191089.8119277291,-6189.811927729112,-0.03347653827868638,0.03347653827868638,SawyerW,7,2376,1
Ridge,Actual,253000,229712.8611412624,23287.1388587376,0.09204402710963477,0.09204402710963477,Somerst,7,3084,1
Ridge,Log,253000,220036.04363211145,32963.956367888546,0.13029231765963853,0.13029231765963853,Somerst,7,3084,1
Lasso,Actual,253000,227340.51416111854,25659.48583888146,0.10142089264380025,0.10142089264380025,Somerst,7,3084,1
Lasso,Log,253000,219800.40642635565,33199.59357364435,0.13122369001440454,0.13122369001440454,Somerst,7,3084,1
Ridge,Actual,239799,239056.92545791712,742.0745420828753,0.0030945689601828003,0.0030945689601828003,CollgCr,7,3353,1
Ridge,Log,239799,230792.77394629671,9006.226053703285,0.037557396209756025,0.037557396209756025,CollgCr,7,3353,1
Lasso,Actual,239799,237787.93370755453,2011.0662924454664,0.008386466550925844,0.008386466550925844,CollgCr,7,3353,1
Lasso,Log,239799,228136.0544382917,11662.9455617083,0.04863633944140009,0.04863633944140009,CollgCr,7,3353,1
Ridge,Actual,244400,213130.94732885563,31269.052671144367,0.12794211403905223,0.12794211403905223,ClearCr,7,3435,1
Ridge,Log,244400,202045.89881113733,42354.10118886267,0.17329828637014186,0.17329828637014186,ClearCr,7,3435,1
